guarantor_id,loan_id,name,relation,phone,address,credit_score
922,361,Barbara Davis,Mother,8058365396,509 Bazar,777
923,486,Mary Lopez,Spouse,8841363938,828 MG Road,515
924,942,Joseph Williams,Employer,6323927666,794 Bazar,691
925,147,Elizabeth Thomas,Friend,7752500998,699 Main Road,307
926,347,Michael Rodriguez,Employer,8795146484,493 Main Road,749
927,258,Elizabeth Hernandez,Father,6235873616,111 Bazar,665
928,584,Sarah Rodriguez,Spouse,7550188524,357 Main Road,642
929,954,Susan Jones,Mother,6752015629,852 MG Road,766
930,584,Patricia Rodriguez,Business Partner,8902106133,14 MG Road,831
931,663,Richard Rodriguez,Mother,9079473400,354 Bazar,780
932,77,Susan Williams,Friend,6063803522,961 MG Road,783
933,789,Jennifer Thomas,Mother,6236960059,862 MG Road,563
934,368,David Martinez,Friend,8477557337,768 Main Road,476
935,442,John Rodriguez,Mother,7154237098,316 Bazar,516
936,952,Karen Rodriguez,Father,9165881009,464 Main Road,806
937,165,Michael Johnson,Employer,8636084630,404 MG Road,442
938,657,Susan Jackson,Spouse,7181244651,393 Main Road,670
939,95,Joseph Miller,Friend,6576505575,256 Main Road,437
940,691,Linda Taylor,Mother,6868651116,559 Bazar,458
941,342,Susan Hernandez,Employer,7085194291,443 Main Road,502
942,494,Susan Taylor,Mother,8265076449,484 Main Road,457
943,656,David Martin,Spouse,6852567145,492 MG Road,678
944,582,Patricia Moore,Father,7502472662,997 Bazar,301
945,899,Thomas Rodriguez,Employer,8944529475,694 Bazar,581
946,503,Susan Gonzalez,Business Partner,6694476752,495 MG Road,776
947,134,William Moore,Employer,7745661408,196 Main Road,451
948,186,Patricia Wilson,Employer,9986313505,233 MG Road,805
949,369,Michael Gonzalez,Father,7144042218,209 MG Road,701
950,981,Karen Martin,Spouse,6935884774,481 Main Road,824
951,553,Robert Martinez,Father,8622271675,758 Bazar,390
952,618,William Brown,Mother,9692542412,167 Bazar,630
953,761,Elizabeth Anderson,Father,7043244190,263 Bazar,496
954,807,John Jackson,Mother,7718701172,711 Main Road,469
955,567,Charles Taylor,Mother,9777758622,92 Main Road,557
956,800,Elizabeth Martin,Spouse,7537816277,626 Bazar,820
957,991,Richard Thomas,Mother,9651582108,587 MG Road,399
958,110,Robert Brown,Employer,7680416101,69 Bazar,777
959,192,James Johnson,Father,6058040309,141 Bazar,489
960,479,Patricia Moore,Mother,6572486754,985 Bazar,314
961,595,Elizabeth Rodriguez,Friend,9213566061,504 Main Road,322
962,986,Jessica Lopez,Father,9684917949,775 Main Road,713
963,847,John Jones,Business Partner,6538726328,259 Main Road,411
964,287,John Williams,Friend,8125845585,210 Bazar,737
965,731,Elizabeth Hernandez,Father,7699476205,512 Main Road,382
966,978,Elizabeth Gonzalez,Business Partner,6471891919,101 Main Road,773
967,390,Charles Gonzalez,Employer,6905067941,638 MG Road,415
968,31,Karen Moore,Business Partner,9016808000,611 Bazar,500
969,708,Karen Anderson,Business Partner,6821971218,582 Main Road,457
970,469,Michael Wilson,Friend,7288948766,99 MG Road,346
971,732,William Lopez,Father,7123519605,466 Main Road,581
972,141,William Miller,Employer,6978301290,891 Main Road,544
973,599,James Smith,Friend,6526779116,953 Bazar,514
974,428,David Jackson,Father,8697759664,928 MG Road,742
975,108,Thomas Miller,Spouse,9362231962,355 Main Road,746
976,891,Charles Rodriguez,Spouse,8011314276,958 MG Road,303
977,484,Karen Garcia,Mother,9799979644,781 Main Road,643
978,329,Patricia Johnson,Friend,6710127798,337 Bazar,560
979,671,Barbara Anderson,Father,6716743831,506 Bazar,488
980,705,Charles Jones,Father,7322351827,467 Main Road,432
981,163,Thomas Martin,Business Partner,8235983984,584 Bazar,491
982,705,William Garcia,Employer,6067004521,203 MG Road,344
983,892,Thomas Martinez,Friend,6512106854,455 Main Road,482
984,428,David Jackson,Employer,6931705497,527 Bazar,758
985,656,Thomas Moore,Employer,9874304105,328 Bazar,440
986,560,Patricia Taylor,Employer,8521532313,404 Main Road,765
987,917,Robert Anderson,Father,8216636609,964 Main Road,325
988,682,Thomas Williams,Spouse,7819394650,256 Main Road,356
989,561,James Lopez,Business Partner,8051380794,606 MG Road,745
990,211,Linda Jackson,Mother,8755655972,651 Bazar,468
991,627,Thomas Williams,Father,8264960943,398 MG Road,574
992,727,Michael Moore,Father,8997068875,922 MG Road,395
993,732,Thomas Johnson,Business Partner,8941199204,739 MG Road,840
994,679,Richard Hernandez,Father,6874911027,885 MG Road,697
995,651,Richard Gonzalez,Business Partner,7444305072,669 Main Road,808
996,348,Patricia Moore,Spouse,9031408055,829 MG Road,505
997,539,John Martinez,Employer,6098637060,15 Main Road,714
998,914,Susan Davis,Business Partner,6592652741,134 Main Road,412
999,885,Susan Smith,Mother,6645697230,213 Main Road,804
1000,597,Charles Rodriguez,Spouse,6249237234,969 Main Road,561
